benchmark,size,selection_scheme,run,timestamp,ilp_time_assignment,status,error
longest_102,1024,smart_lp,3,2026-04-21T21:12:23Z,50.400921,ok,
longest_102,1024,smart_lp,4,2026-04-21T21:13:14Z,60.232562,ok,
longest_102,1024,smart_lp,5,2026-04-21T21:14:15Z,31.303156,ok,
longest_102,1024,smart_lp,6,2026-04-21T21:14:48Z,30.928905,ok,
longest_102,1024,smart_lp,7,2026-04-21T21:15:20Z,66.584576,ok,
longest_102,1024,smart_lp,8,2026-04-21T21:16:27Z,54.462049,ok,
longest_102,1024,smart_lp,9,2026-04-21T21:17:23Z,33.006013,ok,
longest_102,1024,smart_lp,10,2026-04-21T21:17:57Z,31.203442,ok,
longest_102,4096,smart_lp,1,2026-04-21T21:18:29Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
longest_102,4096,smart_lp,2,2026-04-21T21:20:24Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
longest_102,4096,smart_lp,3,2026-04-21T21:22:19Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
longest_102,4096,smart_lp,4,2026-04-21T21:24:11Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
longest_102,4096,smart_lp,5,2026-04-21T21:26:07Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
longest_102,4096,smart_lp,6,2026-04-21T21:28:03Z,,error,exit -9: Enumerated nodes:               0 | Total iterations:               0 | Time (CPU seconds):             108.47 | Time (Wallclock seconds):       56.80 | Total time (CPU seconds):       108.53   (Wallclock seconds):       56.80
longest_102,4096,smart_lp,7,2026-04-21T21:29:56Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
longest_102,4096,smart_lp,8,2026-04-21T21:31:50Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
longest_102,4096,smart_lp,9,2026-04-21T21:33:48Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
longest_102,4096,smart_lp,10,2026-04-21T21:35:43Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
max_dist_between_syms,1024,smart_lp,1,2026-04-21T21:37:37Z,6.560831,ok,
max_dist_between_syms,1024,smart_lp,2,2026-04-21T21:37:44Z,5.886572,ok,
max_dist_between_syms,1024,smart_lp,3,2026-04-21T21:37:50Z,5.960071,ok,
max_dist_between_syms,1024,smart_lp,4,2026-04-21T21:37:56Z,5.937516,ok,
max_dist_between_syms,1024,smart_lp,5,2026-04-21T21:38:02Z,5.949004,ok,
max_dist_between_syms,1024,smart_lp,6,2026-04-21T21:38:08Z,5.927523,ok,
max_dist_between_syms,1024,smart_lp,7,2026-04-21T21:38:14Z,5.985761,ok,
max_dist_between_syms,1024,smart_lp,8,2026-04-21T21:38:21Z,5.944292,ok,
max_dist_between_syms,1024,smart_lp,9,2026-04-21T21:38:27Z,5.917526,ok,
max_dist_between_syms,1024,smart_lp,10,2026-04-21T21:38:33Z,5.985100,ok,
max_dist_between_syms,2048,smart_lp,1,2026-04-21T21:38:39Z,14.661904,ok,
max_dist_between_syms,2048,smart_lp,2,2026-04-21T21:38:54Z,14.774222,ok,
max_dist_between_syms,2048,smart_lp,3,2026-04-21T21:39:10Z,15.730867,ok,
max_dist_between_syms,2048,smart_lp,4,2026-04-21T21:39:26Z,14.954938,ok,
max_dist_between_syms,2048,smart_lp,5,2026-04-21T21:39:41Z,15.125806,ok,
max_dist_between_syms,2048,smart_lp,6,2026-04-21T21:39:57Z,14.622115,ok,
max_dist_between_syms,2048,smart_lp,7,2026-04-21T21:40:12Z,14.528463,ok,
max_dist_between_syms,2048,smart_lp,8,2026-04-21T21:40:27Z,14.628912,ok,
max_dist_between_syms,2048,smart_lp,9,2026-04-21T21:40:42Z,14.689122,ok,
max_dist_between_syms,2048,smart_lp,10,2026-04-21T21:40:58Z,15.393095,ok,
minimal_points,128,smart_lp,1,2026-04-21T21:41:14Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,128,smart_lp,2,2026-04-21T21:42:40Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,128,smart_lp,3,2026-04-21T21:44:11Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,128,smart_lp,4,2026-04-21T21:45:42Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,128,smart_lp,5,2026-04-21T21:47:09Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,128,smart_lp,6,2026-04-21T21:48:25Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,128,smart_lp,7,2026-04-21T21:49:52Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,128,smart_lp,8,2026-04-21T21:51:47Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,128,smart_lp,9,2026-04-21T21:53:13Z,,timeout,compile exceeded 120s; killing circ processes
minimal_points,128,smart_lp,10,2026-04-21T21:55:14Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,256,smart_lp,1,2026-04-21T21:56:33Z,,error,exit -9: Coin:Total time (CPU seconds):       0.10   (Wallclock seconds):       0.08 | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,256,smart_lp,2,2026-04-21T21:57:37Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,256,smart_lp,3,2026-04-21T21:58:39Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,256,smart_lp,4,2026-04-21T21:59:43Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,256,smart_lp,5,2026-04-21T22:00:46Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,256,smart_lp,6,2026-04-21T22:01:49Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,256,smart_lp,7,2026-04-21T22:02:51Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,256,smart_lp,8,2026-04-21T22:03:53Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,256,smart_lp,9,2026-04-21T22:04:55Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,256,smart_lp,10,2026-04-21T22:05:59Z,,error,exit -9: command line - Cbc_C_Interface -solve -quit (default strategy 1) | Welcome to the CBC MILP Solver | Version: 2.10.11 | Build Date: Jan 21 2024 | command line - Cbc_C_Interface -solve -quit (default strategy 1)
minimal_points,32,smart_lp,1,2026-04-21T22:07:01Z,46.276501,ok,
minimal_points,32,smart_lp,2,2026-04-21T22:07:48Z,46.092310,ok,
minimal_points,32,smart_lp,3,2026-04-21T22:08:34Z,46.934814,ok,
minimal_points,32,smart_lp,4,2026-04-21T22:09:22Z,46.243442,ok,
minimal_points,32,smart_lp,5,2026-04-21T22:10:08Z,46.337756,ok,
minimal_points,32,smart_lp,6,2026-04-21T22:10:55Z,46.230700,ok,
minimal_points,32,smart_lp,7,2026-04-21T22:11:41Z,46.031875,ok,
minimal_points,32,smart_lp,8,2026-04-21T22:12:27Z,46.537589,ok,
minimal_points,32,smart_lp,9,2026-04-21T22:13:14Z,46.796788,ok,
minimal_points,32,smart_lp,10,2026-04-21T22:14:01Z,46.378409,ok,
minimal_points,64,smart_lp,1,2026-04-21T22:14:48Z,,timeout,compile exceeded 120s; killing circ processes
minimal_points,64,smart_lp,2,2026-04-21T22:16:48Z,,timeout,compile exceeded 120s; killing circ processes
minimal_points,64,smart_lp,3,2026-04-21T22:18:48Z,,timeout,compile exceeded 120s; killing circ processes
minimal_points,64,smart_lp,4,2026-04-21T22:20:49Z,,timeout,compile exceeded 120s; killing circ processes
minimal_points,64,smart_lp,5,2026-04-21T22:22:49Z,,timeout,compile exceeded 120s; killing circ processes
minimal_points,64,smart_lp,6,2026-04-21T22:24:49Z,,timeout,compile exceeded 120s; killing circ processes
minimal_points,64,smart_lp,7,2026-04-21T22:26:49Z,,timeout,compile exceeded 120s; killing circ processes
minimal_points,64,smart_lp,8,2026-04-21T22:28:49Z,,timeout,compile exceeded 120s; killing circ processes
minimal_points,64,smart_lp,9,2026-04-21T22:30:50Z,,timeout,compile exceeded 120s; killing circ processes
minimal_points,64,smart_lp,10,2026-04-21T22:32:50Z,,timeout,compile exceeded 120s; killing circ processes
mnist_relu,16_2048,smart_lp,1,2026-04-21T22:34:50Z,,error,"exit -9: num_calls: 1 | k_map: {""b"": 3.0517578125e-5, ""a"": 1.0} | Calculate cost: 2222.3449800019134 | LOG: Assignment time: 55.324063795s | starting: main, 229377"
mnist_relu,16_2048,smart_lp,2,2026-04-21T22:36:12Z,,error,"exit -9: num_calls: 1 | k_map: {""b"": 3.0517578125e-5, ""a"": 1.0} | Calculate cost: 2222.3449800019134 | LOG: Assignment time: 54.552941906s | starting: main, 229377"
mnist_relu,16_2048,smart_lp,3,2026-04-21T22:37:24Z,,error,"exit -9: num_calls: 1 | k_map: {""b"": 3.0517578125e-5, ""a"": 1.0} | Calculate cost: 2222.3449800019134 | LOG: Assignment time: 54.526275412s | starting: main, 229377"
mnist_relu,16_2048,smart_lp,4,2026-04-21T22:38:32Z,,error,"exit -9: num_calls: 1 | k_map: {""b"": 3.0517578125e-5, ""a"": 1.0} | Calculate cost: 2222.3449800019134 | LOG: Assignment time: 55.166546536s | starting: main, 229377"
mnist_relu,16_2048,smart_lp,5,2026-04-21T22:39:41Z,,error,"exit -9: num_calls: 1 | k_map: {""b"": 3.0517578125e-5, ""a"": 1.0} | Calculate cost: 2222.3449800019134 | LOG: Assignment time: 54.933128142s | starting: main, 229377"
mnist_relu,16_2048,smart_lp,6,2026-04-21T22:40:51Z,,error,"exit -9: num_calls: 1 | k_map: {""b"": 3.0517578125e-5, ""a"": 1.0} | Calculate cost: 2222.3449800019134 | LOG: Assignment time: 55.157931043s | starting: main, 229377"
mnist_relu,16_2048,smart_lp,7,2026-04-21T22:41:59Z,,error,"exit -9: num_calls: 1 | k_map: {""b"": 3.0517578125e-5, ""a"": 1.0} | Calculate cost: 2222.3449800019134 | LOG: Assignment time: 55.276170072s | starting: main, 229377"
mnist_relu,16_2048,smart_lp,8,2026-04-21T22:43:09Z,,error,"exit -9: num_calls: 1 | k_map: {""b"": 3.0517578125e-5, ""a"": 1.0} | Calculate cost: 2222.3449800019134 | LOG: Assignment time: 55.068507565s | starting: main, 229377"
mnist_relu,16_2048,smart_lp,9,2026-04-21T22:44:24Z,,error,"exit -9: num_calls: 1 | k_map: {""b"": 3.0517578125e-5, ""a"": 1.0} | Calculate cost: 2222.3449800019134 | LOG: Assignment time: 55.44194725s | starting: main, 229377"
mnist_relu,16_2048,smart_lp,10,2026-04-21T22:45:41Z,,error,"exit -9: num_calls: 1 | k_map: {""b"": 3.0517578125e-5, ""a"": 1.0} | Calculate cost: 2222.3449800019134 | LOG: Assignment time: 55.150173571s | starting: main, 229377"
mnist_relu,16_512,smart_lp,1,2026-04-21T22:46:53Z,11.143175,ok,
mnist_relu,16_512,smart_lp,2,2026-04-21T22:47:06Z,11.207991,ok,
mnist_relu,16_512,smart_lp,3,2026-04-21T22:47:20Z,11.247699,ok,
mnist_relu,16_512,smart_lp,4,2026-04-21T22:47:33Z,11.232958,ok,
mnist_relu,16_512,smart_lp,5,2026-04-21T22:47:46Z,11.285957,ok,
mnist_relu,16_512,smart_lp,6,2026-04-21T22:48:00Z,11.200561,ok,
mnist_relu,16_512,smart_lp,7,2026-04-21T22:48:13Z,11.091652,ok,
mnist_relu,16_512,smart_lp,8,2026-04-21T22:48:26Z,11.154334,ok,
mnist_relu,16_512,smart_lp,9,2026-04-21T22:48:39Z,11.207608,ok,
mnist_relu,16_512,smart_lp,10,2026-04-21T22:48:52Z,11.219054,ok,
psi,1024,smart_lp,1,2026-04-21T22:49:06Z,,timeout,compile exceeded 120s; killing circ processes
psi,1024,smart_lp,2,2026-04-21T22:51:06Z,,timeout,compile exceeded 120s; killing circ processes
psi,1024,smart_lp,3,2026-04-21T22:53:07Z,,timeout,compile exceeded 120s; killing circ processes
psi,1024,smart_lp,4,2026-04-21T22:55:07Z,,timeout,compile exceeded 120s; killing circ processes
psi,1024,smart_lp,5,2026-04-21T22:57:08Z,,timeout,compile exceeded 120s; killing circ processes
psi,1024,smart_lp,6,2026-04-21T22:59:09Z,,timeout,compile exceeded 120s; killing circ processes
psi,1024,smart_lp,7,2026-04-21T23:01:09Z,,timeout,compile exceeded 120s; killing circ processes
psi,1024,smart_lp,8,2026-04-21T23:03:10Z,,timeout,compile exceeded 120s; killing circ processes
psi,1024,smart_lp,9,2026-04-21T23:05:10Z,,timeout,compile exceeded 120s; killing circ processes
psi,1024,smart_lp,10,2026-04-21T23:07:11Z,,timeout,compile exceeded 120s; killing circ processes
psi,128,smart_lp,1,2026-04-21T23:09:11Z,,timeout,compile exceeded 120s; killing circ processes
psi,128,smart_lp,2,2026-04-21T23:11:12Z,,timeout,compile exceeded 120s; killing circ processes
psi,128,smart_lp,3,2026-04-21T23:13:12Z,,timeout,compile exceeded 120s; killing circ processes
psi,128,smart_lp,4,2026-04-21T23:15:12Z,,timeout,compile exceeded 120s; killing circ processes
psi,128,smart_lp,5,2026-04-21T23:17:12Z,,timeout,compile exceeded 120s; killing circ processes
psi,128,smart_lp,6,2026-04-21T23:19:12Z,,timeout,compile exceeded 120s; killing circ processes
psi,128,smart_lp,7,2026-04-21T23:21:12Z,,timeout,compile exceeded 120s; killing circ processes
psi,128,smart_lp,8,2026-04-21T23:23:13Z,,timeout,compile exceeded 120s; killing circ processes
psi,128,smart_lp,9,2026-04-21T23:25:13Z,,timeout,compile exceeded 120s; killing circ processes
psi,128,smart_lp,10,2026-04-21T23:27:13Z,,timeout,compile exceeded 120s; killing circ processes
